ServiceType,TypedStrings,AcceptString
bus,[''],کرج
train,"['کا', 'کاش', 'کاشا']",کاشان
flight,['ک'],کرمانشاه
train,"['ب', 'بن', 'بند', 'بندز', 'بند', 'بندر']",بندرعباس
flight,"['', 'ت', 'تب', 'تبر', 'تبری', 'تبریز']",تبریز
flight,"['', 'ف', 'فر', 'فرا', 'فران', 'فرانک', 'فرانکف', 'فرانکفو', 'فرانکفور', 'فرانکفورت']",فرانکفورت
flight,"['', 'ک']",کرمانشاه
flight,[''],مشهد
bus,['شیراز'],شیراز
train,"['', 'میان', 'میانع', 'میان']",میانه
taxi,"['', 'م', 'می', 'میم', 'میمه', 'میم', 'می', 'م', '']",تهران
train,[''],تهران
train,[''],اردکان
bus,['مشهد'],مشهد
bus,[''],تهران
flight,"['ب', 'بن', 'بند', 'بندر', 'بندرع']",بندرعباس
flight,"['د', 'دب', 'دبی']",دبی
bus,['تهران'],تهران
flight,[''],تبریز
flight,"['', 'یزد']",یزد
bus,['تهران'],تهران
bus,['تهران'],تهران
hotel,['خرم آباد'],خرم آباد
bus,['خرم آباد'],خرم آباد
flight,"['ق', 'قش', 'قشم']",قشم
hotel,['اردکان'],اردکان
train,"['', 'ی', 'یز', 'یزد']",یزد
flight,[''],یزد
taxi,"['', '', '']",تهران
flight,[''],مهرآباد
bus,"['ب', 'با', 'باب', 'بابل', 'بابلس', 'بابلسز', 'بابلس', 'بابلسر']",بابلسر
bus,['گل'],گلپایگان
bus,"['', '', '', 'ب', 'بو', 'بوش', 'بوشه', 'بوشهر']",بوشهر
train,"['', 'م', 'ما', 'ماه']",ماهشهر
train,"['', '', '', 'ک']",کرج
bus,"['', 'ش', 'شی', 'شیر', 'شیرا', 'شیراز']",شیراز
train,[''],مشهد
train,[''],تهران
flight,[''],مشهد
bus,['قم'],قم
taxi,['قم'],قم
hotel,['قم'],قم
taxi,"['', '']",کاشان
taxi,"['', '', '']",تهران
hotel,['شهرکرد'],شهرکرد
flight,"['', 'چ', 'چا']",چابهار
taxi,"['اص', 'اصفه', 'اصفها']",اصفهان
flight,[''],تهران
flight,"['', 'ر']",رشت
flight,[''],تهران
bus,"['', 'س', 'سن', 'سنن']",سنندج
bus,"['', 'ک', 'کا', 'کاز', 'کازر']",کازرون
bus,['مشهد'],مشهد
bus,[''],اندیمشک
taxi,['گرگان'],گرگان
hotel,['گرگان'],گرگان
flight,"['', 'ق', 'قش', 'قشم']",قشم
bus,[''],رشت
bus,"['', '', '', 'س', 'سن', 'سنن']",سنندج
flight,['گ'],گرگان
bus,[''],تهران
ship,[''],بندر عسلویه
hotel,['اهواز'],اهواز
hotel,['تبریز'],تبریز
bus,"['', '']",رشت
bus,"['', 'ملایر']",ملایر
train,"['', 'ق']",قم
flight,['ک'],کرمان
bus,['کاشان'],کاشان
hotel,['کاشان'],کاشان
flight,"['', 'اهواز']",اهواز
train,"['', 'خرا']",خراسانک
bus,['بندرعباس'],بندرعباس
hotel,['سنندج'],سنندج
bus,"['', 'ه', 'هم', 'همد']",همدان
flight,"['', '', '']",تهران
train,"['', 'ق', 'قر', 'ق']",قزوین
bus,"['', 'شیراز', '', 'کرج']",کرج
hotel,['قم'],قم
bus,['مشهد'],مشهد
bus,"['', 'شی', 'شیراز']",شیراز
flight,[''],کیش
flight,"['ا', 'ار', 'ارو', 'اروم']",ارومیه
bus,[''],ایرانشهر
flight,"['ب', 'بن']",بندرعباس
bus,['مشهد'],مشهد
train,"['', 'ک']",کرج
flight,"['ا', 'ار', 'ارو', 'اروم']",ارومیه
train,"['a', '', 'ش', 'شا', 'شاه', 'شاهر', 'شاهرو', 'شاهرود']",شاهرود
flight,"['ت', '', 'د', 'دب', '']",دبی
flight,"['م', 'مش', 'مشه', 'مشهد']",مشهد
train,"['م', 'مش', 'مشه', 'مشهد']",مشهد
hotel,['رشت'],رشت
flight,"['', 'کرمان', 'کرمانشاه']",کرمانشاه
taxi,[''],تهران
taxi,"['', 'ر', 'رش']",رشت
flight,"['', 'م', 'مش', 'مشه', 'مشهد']",مشهد
flight,[''],تهران
bus,[''],تهران
bus,[''],بوشهر
flight,"['', 'ز', 'زا']",زاهدان
taxi,[''],اصفهان
bus,"['دو', 'دور', 'دورو', 'دورود', '', '', 'دو', 'دور']",دورود
bus,['مشهد'],مشهد
bus,['مشهد'],مشهد
flight,"['', 'گ', 'گر', 'گرگ', 'گرگا', 'گرگان']",گرگان
flight,"['', 'ا', 'اه', 'اهوا', 'اهواز']",اهواز
train,[''],میانه
train,[''],خراسانک
train,"['ا', 'ار', 'ارو', 'اروم']",ارومیه
flight,"['', 'ایلام']",ایلام
bus,['اسلامشهر'],اسلامشهر
flight,[''],شیراز
flight,"['', '']",اهواز
bus,"['', 'ع', 'عس']",عسلویه
train,"['', 'مراغ']",مراغه
flight,[''],مشهد
bus,"['', 'سس', 'سسن', 'س', 'سن', 'سنن']",سنندج
train,[''],یزد
bus,['اهواز - همه پایانه\u200cها'],اهواز
taxi,['همدان'],همدان
hotel,['بروجرد'],بروجرد
train,"['', 'ت', 'تبریز']",تبریز
flight,"['ی', 'یا']",یاسوج
bus,"['', 'کزمانشا', 'کرمانشاه ', 'کرمانشاه']",کرمانشاه
train,"['', 'ا', 'ار', 'ارو']",ارومیه
taxi,['اراک'],اراک
hotel,['بروجرد'],بروجرد
train,"['', 'میان']",میانه
train,['ی'],یزد
taxi,['تهران'],تهران
train,"['', 'ی', 'یز']",یزد
flight,[''],شیراز
train,"['', '', '']",مشهد
flight,[''],کیش
bus,['ک'],کرج
flight,[''],شیراز
flight,[''],شیراز
bus,[''],گرگان
bus,"['نه', 'نها', 'نهاو']",نهاوند
bus,"['ی', 'یز', 'یزد']",یزد
bus,"['ی', 'یا']",یاسوج
bus,['تهران'],تهران
bus,[''],اصفهان
bus,['چابهار'],چابهار
hotel,['چابهار'],چابهار
hotel,['اراک'],اراک
hotel,['یاسوج'],یاسوج
bus,"['', 'تهران']",تهران
bus,['مشهد'],مشهد
bus,['همدا'],همدان
bus,"['', '']",کرمانشاه
bus,['مشهد'],مشهد
flight,[''],اهواز
taxi,['تهران'],تهران
hotel,['کرج'],کرج
bus,[''],شیراز
flight,"['', 'همدان']",همدان
bus,[''],تهران
bus,['تبریز'],تبریز
train,"['', 'ه', '', 'ه', '', 'ت', 'ته']",تهران
flight,['شهید مدنی'],مشهد
flight,['شهید هاشمی نژاد'],تبریز
hotel,['اصفهان'],اصفهان
flight,"['ا', 'اه']",اهواز
bus,['تهران'],تهران
bus,['تهران'],تهران
bus,[''],اصفهان
hotel,['بجنورد'],بجنورد
flight,"['', 'کرمان']",کرمانشاه
train,"['', '', 'ر', 'را', 'رام', 'رامس', 'رامسر', 'رامس', 'رام', 'را', 'ر']",رشت
flight,"['', 'تهران']",تهران
flight,[''],کیش
bus,['اصفهان'],اصفهان
taxi,['اصفهان'],اصفهان
flight,['شهید هاشمی نژاد'],شهید هاشمی نژاد
flight,['مهرآباد'],مهرآباد
bus,"['', 'ا', 'اه', 'اهو', 'اهور', 'اهورز', 'اهور', 'اهو']",اهواز
bus,[''],تهران
flight,"['', '']",آبادان
bus,['مشهد'],مشهد
bus,['اهواز'],اهواز
hotel,['اهواز'],اهواز
bus,['بیر'],بیرجند
bus,[''],شهرکرد
train,[''],مشهد
train,[''],شاهرود
bus,[''],بیرجند
bus,"['', 'س', 'سی', 'سیر', 'سیرح', 'سیرحا', 'سیرحان', 'سیرحا', 'سیرح', 'سیر', 'سیرج']",سیرجان
bus,"['ک', 'کر', 'کرم', 'کرما', 'کرمان']",کرمان
bus,['تهران'],تهران
flight,"['', '']",تهران
train,"['', 'ه', 'هم']",همدان
bus,[''],مشهد
flight,[''],مشهد
flight,['رش'],رشت
flight,['کی'],کیش
train,[''],محمدیه
bus,['اهواز'],اهواز
hotel,['اهواز'],اهواز
train,"['', '']",تهران
train,"['ن', 'نی', 'نیش']",نیشابور
flight,[''],بندرعباس
bus,[''],تهران
flight,[''],تهران
bus,['قم'],قم
hotel,['قم'],قم
ship,[''],دبی
flight,['فرانک'],فرانکفورت
train,[''],زنجان
flight,[''],تهران
flight,[''],آبادان
train,"['ش', 'شا', 'شاه']",شاهرود
flight,"['', 'ف', 'فران', 'فرانک']",فرانکفورت
flight,"['', '']",کرمانشاه
flight,"['', '', '']",تهران
flight,[''],مشهد
taxi,[''],تهران
bus,[''],آنکارا (ترکیه)
bus,"['', 'بح', 'ب', 'بج']",بجنورد
bus,"['ک', 'کرم']",کرمان
bus,['تهران'],تهران
taxi,['تهران'],تهران
bus,['ب'],بندرعباس
bus,"['', '']",اصفهان
bus,[''],شیراز
bus,[''],تهران
bus,['مشهد'],مشهد
bus,"['ی', 'یز']",یزد
bus,"['م', 'مش', 'مشه']",مشهد
bus,['شیراز'],شیراز
flight,[''],اصفهان
bus,['بندرعباس'],بندرعباس
hotel,['بندرعباس'],بندرعباس
bus,[''],کرمان
bus,[''],بندرعباس
bus,[''],سیرجان
train,[''],مشهد
train,[''],تهران
bus,"['اهواز', '', 'م', 'ما', 'ماه', 'ماهش', 'ماهشه']",ماهشهر
bus,[''],بندرعباس
bus,"['', 'شی', 'شیراز']",شیراز
bus,"['', 'یز', 'یزد']",یزد
bus,"['ا', 'اه']",اهواز
bus,['سمنان'],سمنان
taxi,['سمنان'],سمنان
hotel,['سمنان'],سمنان
bus,"['ش', 'شه', 'شهر']",شهرکرد
hotel,['کرمان'],کرمان
bus,['کرمان'],کرمان
bus,"['', 'ی', 'یز', 'یزر', 'یز']",یزد
ship,[''],بندرعباس
bus,"['بنن', 'بن']",بندرعباس
flight,"['ال', '', 'چا']",چابهار
flight,[''],تهران
bus,"['', '', '', 'ی', 'یز', 'یزد', '']",یزد
flight,[''],یزد
bus,"['آبا', 'آباد', 'آباده']",آباده
bus,[''],شهرکرد
hotel,"['', '', '', 'آبادان']",آبادان
train,[''],تهران
bus,"['خ', 'خر', 'خرم']",خرم آباد
bus,"['', '', '']",یزد
flight,"['', 'ساری']",ساری
bus,"['آ', 'آم', 'آمل']",املش
bus,"['', 'بج']",بجنورد
bus,['کنگان'],کنگان
hotel,['عسلویه'],عسلویه
bus,"['', '']",یزد
bus,"['', '']",شهرکرد
hotel,['تبریز'],تبریز
hotel,['اهواز'],اهواز
flight,"['', 'آ']",آبادان
bus,"['', '', '']",تهران
hotel,['جیرفت'],جیرفت
bus,['جیرفت'],جیرفت
hotel,"['', 'خرمشهر']",خرمشهر
bus,"['', 'آ', 'آم', 'آمل', '', 'آ', 'آم', 'آمل']",آمل
flight,"['چال', 'چاله', 'چال', 'چا', 'چاب', 'چابه']",چابهار
bus,[''],بهبهان
bus,"['', '', '']",تهران
bus,[''],گچساران
bus,[''],تهران
taxi,['کر'],کرج
taxi,['ق'],قم
bus,['تهران'],تهران
bus,"['', 'ل', '', 'ب', 'بجن', 'بجنو', 'بجنور', 'بجنورد', '', '', 'بج']",بجنورد
bus,['مشهد'],مشهد
bus,"['', 'ته', '', '', '', 'سن']",سنقر
bus,"['', 'ا', 'اه', 'اهو', 'اهوا']",اهواز - همه پایانه‌ها
bus,"['یزذ', 'یز', 'یزد']",یزد
bus,"['', 'ا', 'ار', 'ارد']",اردکان
train,[''],تهران
bus,"['', 'اهو']",اهواز
hotel,['آمل'],آمل
taxi,['آمل'],آمل
bus,[''],تبریز
bus,[''],تهران
bus,[''],اصفهان
bus,[''],اصفهان
hotel,['بیرجند'],بیرجند
bus,['بیرجند'],بیرجند
taxi,['تهران'],تهران
bus,"['د', 'دو', 'دور', 'دورو', 'دورود', 'دورو', '', 'خ', 'خر', 'خرم', 'خرم ', 'خرم ا', 'خرم اب', 'خرم ابا', 'خرم اباد', '', 'خ', 'خرم']",خرم آباد
bus,"['', 'ی', 'یز', 'یزد']",یزد
train,"['مشهد', 'مشهد ', '']",مشهد
bus,[''],اصفهان
bus,"['', 'پ', 'پر', 'پرن', 'پر', 'پ', '', 'ر', 'رب', 'ر', '']",تهران
bus,"['پ', '', '', 'خ', 'خم', 'خمب', 'خم']",خمین
train,[''],اهواز
taxi,['کر'],کرج
train,[''],محمدیه
train,[''],یزد
bus,"['', '']",شیراز
taxi,"['ق', 'قم']",قم
flight,[''],اهواز
flight,[''],آبادان
taxi,['کرمانشاه'],کرمانشاه
hotel,['کرمانشاه'],کرمانشاه
bus,[''],آبدانان
bus,"['', 'ب', 'به', 'بهب', 'بهبه']",بهبهان
flight,[''],تهران
hotel,['بجنورد'],بجنورد
flight,[''],بیرجند
train,"['', 'ب', 'بم']",بم
flight,"['ع', 'عس']",عسلویه
ship,['بندر بوشهر'],بندر بوشهر
ship,['بندرخرمشهر'],بندرخرمشهر
flight,"['', '']",تهران
train,"['', 'ی', 'یز', 'یزد']",یزد
flight,[''],تهران
flight,[''],تهران
bus,"['', 'خ', 'خر', 'خرم']",خرمشهر
bus,[''],اصفهان
bus,"['', 'بر', 'برو']",بروجرد
bus,[''],تهران
flight,"['', '']",کیش
flight,"['', 'م', 'مش', 'مشه', 'مشهد']",مشهد
flight,[''],تهران
flight,"['', 'ا', 'ای', 'ایل']",ایلام
bus,['مشهد'],مشهد
bus,"['', '', 'آبا']",آبادان
hotel,['رشت'],رشت
taxi,['رشت'],رشت
bus,"['', 'دیل', '', 'گنا']",گناوه
flight,"['ک', 'کر', 'کرم', 'کرما', 'کرمان']",کرمانشاه
train,[''],مشهد
flight,"['تهران', 'تهرا', 'تهر', 'ته', 'ت', '', 'ف', '', 'ق', 'قز']",قزوین
flight,"['ش', 'شی', 'شیر', 'شیرا']",شیراز
taxi,"['پ', 'پر', 'پرن', 'پرند', 'پرن', 'پر', 'پ', '', 'ر', 'رب', 'ربت', 'رب', 'ر', '']",تهران
flight,[''],تهران
bus,"['', 'دورو', 'دورود']",دورود
flight,[''],کیش
bus,[''],همدان
taxi,['تهران'],تهران
flight,"['', 'ش', 'شی', 'شیر', 'شیرا', 'شیراز']",شیراز
taxi,"['خ', 'خم', 'خمی', 'خمین']",فرودگاه امام خمینی
bus,['تهران'],تهران
flight,[''],تهران
train,[''],رشت
bus,"['', 'م', 'مش', 'مشه', 'مشهد']",مشهد
flight,[''],مشهد
flight,"['', '', '']",بیرجند
train,[''],مشهد
bus,['قم'],قم
bus,"['ک', 'کر']",کرمان
train,[''],تهران
bus,['مشهد'],مشهد
bus,"['', '', '']",خرم آباد
bus,['تهران'],تهران
train,[''],اصفهان
hotel,['اندیمشک'],اندیمشک
bus,['شیراز'],شیراز
hotel,['بوشهر'],بوشهر
bus,"['', '', '']",خرم آباد
train,[''],اصفهان
bus,[''],اردکان
taxi,['تهران'],تهران
hotel,['قم'],قم
bus,"['', 'گنا', 'گناوه']",گناوه
bus,[''],تهران
bus,['بندرعباس'],بندرعباس
hotel,['بندرعباس'],بندرعباس
train,[''],اصفهان
hotel,['تبریز'],تبریز
train,[''],مشهد
bus,"['', '', '']",اصفهان
train,[''],قم
bus,[''],کاشان
flight,['مهرآباد'],تبریز
flight,['شهید مدنی'],تهران
train,[''],مشهد
hotel,['اهواز'],اهواز
flight,"['', 'م', 'مش', 'مشه', 'مشهد']",مشهد
bus,['مشهد'],مشهد
bus,[''],اصفهان
flight,"['', 'ق', 'قط']",مسقط
flight,['قطر'],دوحه
bus,['یزد'],یزد
bus,"['', '']",تهران
bus,['تهران'],تهران
flight,[''],تهران
flight,[''],استانبول
bus,['ر'],رشت
flight,[''],کیش
bus,"['', 'ی']",یزد
hotel,['تهران'],تهران
bus,"['ت', 'ته']",تهران
train,"['', 'س', 'سم', 'سمن']",سمنان
taxi,['تهران'],تهران
train,"['', 'ته', 'تهرد', 'تهر']",تهران
train,"['', 'س', 'سم', 'سمن']",سمنان
bus,"['', '']",کاشان
train,"['اه', 'اهوا', 'اهواز']",اهواز
bus,"['ب', 'بن']",بندرعباس
train,"['', '']",مشهد
flight,"['ا', 'ار']",ارومیه
bus,['تهران'],تهران
train,[''],آبگرم
train,[''],رشت
bus,[''],کاشان
flight,"['ا', 'اص', 'اص ', 'اص', 'ا', '', 'اصفهان ', '', 'ا', 'اص', 'اص ', 'اص', 'ا', '', 'اصفهان ']",اصفهان
bus,[''],اصفهان
train,"['', 'ت', 'ته', 'تهر', 'تهرا', 'تهران']",تهران
bus,[''],اسفراین
flight,"['ا', 'اص', 'اص ', 'اص', 'ا', '', 'اصفهان ']",اصفهان
flight,"['', 'زا']",زاهدان
bus,"['', '', '', '', 'ا', 'ار', 'ارو', 'اروم', 'ارومی', 'ارومیه']",ارومیه
train,[''],بندرعباس
flight,"['ک', 'کا', 'کان', 'کانا', 'کاناد']",اکولیویک
flight,[''],ازمیر
train,[''],مشهد
flight,[''],استانبول
train,"['', '', '']",یزد
flight,"['ا', 'ای', 'ایل', 'ایلا']",ایلام
train,[''],شاهرود
train,[''],مشهد
train,"['', '']",تهران
flight,"['', 'ت', 'تب']",تبریز
train,[''],مشهد
train,[''],شاهرود
bus,['قزوین'],قزوین
flight,['ای'],ایلام
bus,['شیراز'],شیراز
flight,"['', 'ا', 'اس', 'است', 'استر', 'استرت', 'استر', 'استرا', 'استرال', 'استرالی']",شهر BLT
bus,"['', '', 'ک', 'کر', 'کرم', 'کرما', 'کرمان', '', 'ک', 'کر', 'کرم', 'کرما', 'کرمان', 'کرما', 'کرم', 'کرمچ', 'کرم', 'کر', 'کرم', 'کرما', 'کرمان', '']",همدان
flight,"['ل', 'لن']",لندن
bus,[''],مشهد
bus,[''],زاهدان
train,[''],تهران
taxi,[''],تهران
bus,"['شیر', 'شیراز']",شیراز
taxi,"['م', 'مش', 'مشه', 'مشهد', 'مشه', 'مش', 'م', '', 'ا', 'اص', 'اصف', 'اصفه', 'اصفها', 'اصفهان', '']",اصفهان
bus,"['مه', 'م', '', 'لا', 'لام']",لامرد
train,[''],تهران
flight,"['', 'ژ', 'ژا', 'ژاپ', 'ژاپن', 'ژاپ', 'ژا', 'ژ', '']",شهر BLT
train,[''],مشهد
train,[''],تهران
flight,"['ت', 'تو', 'توک', 'توکی']",توکیو
bus,['تهران'],تهران
train,[''],رشت
bus,"['ی', 'یز', 'یزد', 'یز', 'یزد', 'یزد ']",یزد - کمربندی
flight,"['ت', 'تب', 'تبر', 'تبری', 'تبریز']",تبریز
train,[''],تهران
train,[''],مشهد
bus,['مشهد'],مشهد
bus,"['ب', 'با', 'باب', 'بابا', 'باب']",بابل
taxi,['تهران'],تهران
bus,['تهران'],تهران
flight,['ب'],بوشهر
bus,"['', 'زاه', 'زاهدا']",زاهدان
bus,"['ا', 'ان', 'انز', 'ان', 'ا', '', 'ب', 'بن', 'بند', 'بندر', 'بندرا']",بندر انزلی
flight,"['', '', '']",تهران
hotel,['ساری'],ساری
bus,['ساری'],ساری
taxi,['اصفهان'],اصفهان
flight,"['', 'Ada']",آدانا
bus,"['ب', 'بو']",بوشهر
hotel,"['چ', 'چا', 'چاب', 'چابه', 'چابها', 'چابهار']",چابهار
flight,['شهید هاشمی نژاد'],شهید هاشمی نژاد
bus,[''],بوشهر
flight,"['', 'Va', 'Van']",وان
bus,['ته'],تهران
train,[''],تهران
hotel,['قزوین'],قزوین
flight,"['ب', 'بج']",بجنورد
taxi,"['ق', 'قم']",قم
bus,"['', '']",مسجدسلیمان
bus,"['ا', 'ال', 'الب', 'البر', 'الب', 'ال', 'ا', '']",تهران
train,"['', 'م', 'ما', 'ماز', 'ما', 'م', '', 'س', 'سا']",ساری
train,['قز'],قزوین
bus,"['س', 'سق', 'سقز', '']",سقز
train,['مش'],مشهد
bus,[''],تهران
flight,['س'],ساری
flight,[''],تهران
